dataset,domain,method,seed,role,status,source_clean_TEST,source_corruption_mAP50,source_degradation,delta_A,recovery_ratio,interpretation
RSAR,point_target,E,44,student,complete,0.5313997864723206,0.5158401131629944,0.015559673309326172,-0.24357381463050842,-15.654172795807668,descriptive_only_unstable_near_zero_gap
RSAR,point_target,F,42,student,complete,0.5313997864723206,0.5158401131629944,0.015559673309326172,-0.2527257204055786,-16.24235389660139,descriptive_only_unstable_near_zero_gap
RSAR,point_target,F,43,student,complete,0.5313997864723206,0.5158401131629944,0.015559673309326172,-0.24097177386283875,-15.486943014311544,descriptive_only_unstable_near_zero_gap
RSAR,point_target,F,44,student,complete,0.5313997864723206,0.5158401131629944,0.015559673309326172,-0.23366063833236694,-15.017065826974349,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,A,42,source,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,0.0,0.0,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,B,42,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.014229640364646912,-0.03866823369383219,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,B,43,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.013939544558525085,-0.03787991493543342,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,B,44,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.04539041966199875,-0.12334586890276865,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,C,42,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,0.025921091437339783,0.07043908318220651,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,C,43,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,0.01184837520122528,0.03219728183092093,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,C,44,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,0.019107982516288757,0.051924849428606576,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,D,42,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.06594652682542801,-0.17920591422097398,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,D,43,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.07602880150079727,-0.20660391890148502,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,D,44,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.05179078131914139,-0.14073848557762975,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,E,42,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.018731728196144104,-0.050902399836991165,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,E,43,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.023805394768714905,-0.06468979851223663,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,E,44,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.04198339581489563,-0.11408747649479498,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,F,42,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.08413435518741608,-0.22863029737207374,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,F,43,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.026962772011756897,-0.07326979055454183,descriptive_only_unstable_near_zero_gap
RSAR,noise_suppression,F,44,student,complete,0.5313997864723206,0.16340675950050354,0.367993026971817,-0.06420015543699265,-0.17446024987291256,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,A,42,source,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,0.0,0.0,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,B,42,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.08350643515586853,-0.256789828156775,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,B,43,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.09936749935150146,-0.30556403270254195,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,B,44,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.09949696809053421,-0.30596216076519767,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,C,42,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.05698688328266144,-0.17523981161488275,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,C,43,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.09799480438232422,-0.3013428717274776,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,C,44,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.0960860475897789,-0.2954732722428881,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,D,42,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.15694370865821838,-0.48261607505345183,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,D,43,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.16075153648853302,-0.494325489452138,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,D,44,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.11466389149427414,-0.3526018196997899,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,E,42,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.09791108220815659,-0.3010854184823799,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,E,43,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.09761949628591537,-0.3001887654432998,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,E,44,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.07068146765232086,-0.21735189507766442,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,F,42,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.1582949347794056,-0.48677121738245865,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,F,43,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.14951352775096893,-0.45976759786980753,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_horizontal,F,44,student,complete,0.5313997864723206,0.2062060832977295,0.32519370317459106,-0.15625743940472603,-0.4805057351336044,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,A,42,source,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,0.0,0.0,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,B,42,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,0.0022022873163223267,0.005680781245123253,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,B,43,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.012802958488464355,-0.033025121619832724,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,B,44,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.038518957793712616,-0.0993593212813067,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,C,42,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,0.04443289339542389,0.11461426744662849,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,C,43,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,0.025319501757621765,0.06531143763782697,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,C,44,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,0.0434948205947876,0.11219451670251852,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,D,42,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.04091257601976395,-0.10553363896717737,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,D,43,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.06130097806453705,-0.1581253471859736,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,D,44,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.02689877152442932,-0.06938515045712083,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,E,42,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.04343750327825546,-0.11204666717609058,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,E,43,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.04024660587310791,-0.10381577468539357,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,E,44,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.03513573855161667,-0.09063233626159829,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,F,42,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.0624145045876503,-0.1609976793024808,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,F,43,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.10168284177780151,-0.2622900183100482,descriptive_only_unstable_near_zero_gap
RSAR,smart_suppression,F,44,student,complete,0.5313997864723206,0.14372646808624268,0.3876733183860779,-0.029878713190555573,-0.07707188442821805,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,A,42,source,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,0.0,0.0,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,B,42,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.07348235696554184,-0.21570829629981514,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,B,43,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.09752525389194489,-0.28628649422749536,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,B,44,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.05532802641391754,-0.16241605207320556,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,C,42,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.06982339173555374,-0.20496736216849562,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,C,43,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.04970139265060425,-0.1458990045381561,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,C,44,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.06711166352033615,-0.19700705308903832,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,D,42,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.14814616367220879,-0.4348847517788665,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,D,43,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.14924289286136627,-0.43810421281230033,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,D,44,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.12679041177034378,-0.37219469869424615,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,E,42,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.03409796953201294,-0.100094978152138,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,E,43,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.053915172815322876,-0.1582686042332182,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,E,44,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.09346150606870651,-0.2743573161806631,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,F,42,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.13554462417960167,-0.39789278898731106,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,F,43,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.1551927775144577,-0.4555701670181598,descriptive_only_unstable_near_zero_gap
RSAR,am_noise_vertical,F,44,student,complete,0.5313997864723206,0.19074364006519318,0.3406561464071274,-0.11953025311231613,-0.35088242021461225,descriptive_only_unstable_near_zero_gap
DIOR,brightness,A,42,source,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,0.0,0.0,descriptive_only_unstable_near_zero_gap
DIOR,brightness,B,42,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.008222460746765137,-0.15451207171062617,descriptive_only_unstable_near_zero_gap
DIOR,brightness,B,43,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.009146660566329956,-0.1718791389662196,descriptive_only_unstable_near_zero_gap
DIOR,brightness,B,44,student,complete,0.2948998510837555,0.2416841983795166,0.05321565270423889,-0.005871891975402832,-0.11034144423704695,descriptive_only_unstable_near_zero_gap
