dataset,domain,method,seed,role,status,mAP50,eval_dir,eval_json,checkpoint_verified,missing,searched,native_sidecar_present
DIOR,brightness,D,42,ema,metadata_collected,0.23989610373973846,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/D/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/D/eval_full_brightness_ids_v1/eval_20260907_212004.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/D/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/D/eval_full_brightness_ids_v1/eval_20260907_212004.json""]}]",True
DIOR,brightness,D,43,ema,metadata_collected,0.2401602566242218,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/D/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/D/eval_full_brightness_ids_v1/eval_20260907_104202.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/D/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/D/eval_full_brightness_ids_v1/eval_20260907_104202.json""]}]",True
DIOR,brightness,D,44,ema,metadata_collected,0.2395966351032257,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/D/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/D/eval_full_brightness_ids_v1/eval_20260908_004526.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/D/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/D/eval_full_brightness_ids_v1/eval_20260908_004526.json""]}]",True
DIOR,brightness,E,42,ema,metadata_collected,0.24478599429130554,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1/eval_20260907_213250.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1/eval_20260907_213250.json""]}]",True
DIOR,brightness,E,43,ema,metadata_collected,0.24658599495887756,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1/eval_20260908_042312.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1/eval_20260908_042312.json""]}]",True
DIOR,brightness,E,44,ema,metadata_collected,0.24522244930267334,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1/eval_20260908_043657.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/E/ddp2/eval_full_brightness_ids_v1/eval_20260908_043657.json""]}]",True
DIOR,brightness,F,42,ema,metadata_collected,0.2418944090604782,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1/eval_20260907_221251.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1/eval_20260907_221251.json""]}]",True
DIOR,brightness,F,43,ema,metadata_collected,0.23891043663024902,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1/eval_20260908_043002.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1/eval_20260908_043002.json""]}]",True
DIOR,brightness,F,44,ema,metadata_collected,0.23942621052265167,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1/eval_20260908_044355.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/F/ddp2/eval_full_brightness_ids_v1/eval_20260908_044355.json""]}]",True
DIOR,cloudy,A,42,source,metadata_collected,0.29026827216148376,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/A/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/A/eval_full_cloudy_ids_v1/eval_20260907_222641.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/A/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/A/eval_full_cloudy_ids_v1/eval_20260907_222641.json""]}]",True
DIOR,cloudy,B,42,ema,metadata_collected,0.29717421531677246,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/B/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/B/eval_full_cloudy_ids_v1/eval_20260907_224617.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/B/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/B/eval_full_cloudy_ids_v1/eval_20260907_224617.json""]}]",True
DIOR,cloudy,B,43,ema,metadata_collected,0.29528483748435974,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/B/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/B/eval_full_cloudy_ids_v1/eval_20260907_104207.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/B/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/B/eval_full_cloudy_ids_v1/eval_20260907_104207.json""]}]",True
DIOR,cloudy,B,44,ema,metadata_collected,0.2970402240753174,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/B/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/B/eval_full_cloudy_ids_v1/eval_20260908_011135.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/B/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/B/eval_full_cloudy_ids_v1/eval_20260908_011135.json""]}]",True
DIOR,cloudy,C,42,ema,metadata_collected,0.29425033926963806,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/C/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/C/eval_full_cloudy_ids_v1/eval_20260907_225935.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/C/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/C/eval_full_cloudy_ids_v1/eval_20260907_225935.json""]}]",True
DIOR,cloudy,C,43,ema,metadata_collected,0.29432907700538635,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/C/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/C/eval_full_cloudy_ids_v1/eval_20260907_103723.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/C/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/C/eval_full_cloudy_ids_v1/eval_20260907_103723.json""]}]",True
DIOR,cloudy,C,44,ema,metadata_collected,0.2942235767841339,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/C/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/C/eval_full_cloudy_ids_v1/eval_20260908_020248.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/C/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/C/eval_full_cloudy_ids_v1/eval_20260908_020248.json""]}]",True
DIOR,cloudy,D,42,ema,metadata_collected,0.28670230507850647,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/D/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/D/eval_full_cloudy_ids_v1/eval_20260907_231138.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/D/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/D/eval_full_cloudy_ids_v1/eval_20260907_231138.json""]}]",True
DIOR,cloudy,D,43,ema,metadata_collected,0.2857818007469177,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/D/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/D/eval_full_cloudy_ids_v1/eval_20260907_123504.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/D/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/D/eval_full_cloudy_ids_v1/eval_20260907_123504.json""]}]",True
DIOR,cloudy,D,44,ema,metadata_collected,0.2864016592502594,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/D/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/D/eval_full_cloudy_ids_v1/eval_20260908_022208.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/D/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/D/eval_full_cloudy_ids_v1/eval_20260908_022208.json""]}]",True
DIOR,cloudy,E,42,ema,metadata_collected,0.2975709140300751,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1/eval_20260907_232508.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1/eval_20260907_232508.json""]}]",True
DIOR,cloudy,E,43,ema,metadata_collected,0.29711097478866577,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1/eval_20260908_045039.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1/eval_20260908_045039.json""]}]",True
DIOR,cloudy,E,44,ema,metadata_collected,0.29569584131240845,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1/eval_20260908_050422.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/E/ddp2/eval_full_cloudy_ids_v1/eval_20260908_050422.json""]}]",True
DIOR,cloudy,F,42,ema,metadata_collected,0.2878604531288147,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1/eval_20260908_000538.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_42/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1/eval_20260908_000538.json""]}]",True
DIOR,cloudy,F,43,ema,metadata_collected,0.28389349579811096,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1/eval_20260908_045731.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_43/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1/eval_20260908_045731.json""]}]",True
DIOR,cloudy,F,44,ema,metadata_collected,0.2843107581138611,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1/eval_20260908_051119.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/cloudy/seed_44/0f98a48/methods/F/ddp2/eval_full_cloudy_ids_v1/eval_20260908_051119.json""]}]",True
DIOR,contrast,A,42,source,metadata_collected,0.2816031277179718,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/A/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/A/eval_full_contrast_ids_v1/eval_20260908_001943.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/A/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/A/eval_full_contrast_ids_v1/eval_20260908_001943.json""]}]",True
DIOR,contrast,B,42,ema,metadata_collected,0.28456738591194153,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/eval_full_contrast_ids_v1/eval_20260908_003817.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/B/eval_full_contrast_ids_v1/eval_20260908_003817.json""]}]",True
DIOR,contrast,B,43,ema,metadata_collected,0.2832428216934204,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/eval_full_contrast_ids_v1/eval_20260907_125142.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/B/eval_full_contrast_ids_v1/eval_20260907_125142.json""]}]",True
DIOR,contrast,B,44,ema,metadata_collected,0.28549471497535706,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/eval_full_contrast_ids_v1/eval_20260908_023445.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/B/eval_full_contrast_ids_v1/eval_20260908_023445.json""]}]",True
DIOR,contrast,C,42,ema,metadata_collected,0.28470754623413086,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/eval_full_contrast_ids_v1/eval_20260908_005217.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/C/eval_full_contrast_ids_v1/eval_20260908_005217.json""]}]",True
DIOR,contrast,C,43,ema,metadata_collected,0.28478139638900757,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/eval_full_contrast_ids_v1/eval_20260907_123224.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/C/eval_full_contrast_ids_v1/eval_20260907_123224.json""]}]",True
DIOR,contrast,C,44,ema,metadata_collected,0.28428155183792114,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/eval_full_contrast_ids_v1/eval_20260908_024149.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/C/eval_full_contrast_ids_v1/eval_20260908_024149.json""]}]",True
DIOR,contrast,D,42,ema,metadata_collected,0.27767622470855713,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/eval_full_contrast_ids_v1/eval_20260908_010448.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/D/eval_full_contrast_ids_v1/eval_20260908_010448.json""]}]",True
DIOR,contrast,D,43,ema,metadata_collected,0.2815837860107422,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/eval_full_contrast_ids_v1/eval_20260907_123356.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/D/eval_full_contrast_ids_v1/eval_20260907_123356.json""]}]",True
DIOR,contrast,D,44,ema,metadata_collected,0.2788339853286743,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/eval_full_contrast_ids_v1/eval_20260908_031704.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/D/eval_full_contrast_ids_v1/eval_20260908_031704.json""]}]",True
DIOR,contrast,E,42,ema,metadata_collected,0.28468215465545654,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1/eval_20260908_011832.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1/eval_20260908_011832.json""]}]",True
DIOR,contrast,E,43,ema,metadata_collected,0.28526976704597473,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1/eval_20260908_051805.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1/eval_20260908_051805.json""]}]",True
DIOR,contrast,E,44,ema,metadata_collected,0.2848696708679199,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1/eval_20260908_053158.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/E/ddp2/eval_full_contrast_ids_v1/eval_20260908_053158.json""]}]",True
DIOR,contrast,F,42,ema,metadata_collected,0.2824195623397827,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/eval_20260908_012543.json,True,[],"[{""directory"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1"", ""eval_jsons"": [""/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/eval_20260908_012543.json""]}]",True
