dataset,domain,method,seed,role,class_name,native_AP50,AP50,AP50_percent,status,precision,evidence
DIOR,contrast,F,42,student,baseballfield,0.479,0.479,47.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,basketballcourt,0.248,0.248,24.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,bridge,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,chimney,0.24,0.24,24.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,expressway-service-area,0.243,0.243,24.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,expressway-toll-station,0.14,0.14,14.000000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,golffield,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,groundtrackfield,0.218,0.218,21.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,harbor,0.015,0.015,1.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,overpass,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,ship,0.347,0.347,34.699999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,stadium,0.251,0.251,25.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,storagetank,0.231,0.231,23.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,tenniscourt,0.59,0.59,59.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,trainstation,0.124,0.124,12.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,vehicle,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,42,student,windmill,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_42/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,airplane,0.475,0.475,47.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,airport,0.006,0.006,0.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,baseballfield,0.522,0.522,52.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,basketballcourt,0.355,0.355,35.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,bridge,0.083,0.083,8.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,chimney,0.374,0.374,37.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,expressway-service-area,0.241,0.241,24.099999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,expressway-toll-station,0.19,0.19,19.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,golffield,0.199,0.199,19.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,groundtrackfield,0.236,0.236,23.599999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,harbor,0.12,0.12,12.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,overpass,0.164,0.164,16.400000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,ship,0.677,0.677,67.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,stadium,0.223,0.223,22.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,storagetank,0.455,0.455,45.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,tenniscourt,0.613,0.613,61.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,trainstation,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,vehicle,0.283,0.283,28.299999999999997,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,ema,windmill,0.177,0.177,17.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,airplane,0.175,0.175,17.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,airport,0.003,0.003,0.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,baseballfield,0.481,0.481,48.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,basketballcourt,0.307,0.307,30.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,bridge,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,chimney,0.248,0.248,24.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,expressway-service-area,0.23,0.23,23.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,expressway-toll-station,0.129,0.129,12.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,golffield,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,groundtrackfield,0.214,0.214,21.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,harbor,0.018,0.018,1.7999999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,overpass,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,ship,0.52,0.52,52.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,stadium,0.241,0.241,24.099999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,storagetank,0.239,0.239,23.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,tenniscourt,0.584,0.584,58.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,trainstation,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,vehicle,0.177,0.177,17.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,43,student,windmill,0.057,0.057,5.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_43/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,airplane,0.476,0.476,47.599999999999994,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,airport,0.011,0.011,1.0999999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,baseballfield,0.522,0.522,52.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,basketballcourt,0.361,0.361,36.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,bridge,0.07,0.07,7.000000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,chimney,0.374,0.374,37.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,expressway-service-area,0.241,0.241,24.099999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,expressway-toll-station,0.192,0.192,19.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,golffield,0.226,0.226,22.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,groundtrackfield,0.223,0.223,22.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,harbor,0.131,0.131,13.100000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,overpass,0.163,0.163,16.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,ship,0.676,0.676,67.60000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,stadium,0.221,0.221,22.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,storagetank,0.459,0.459,45.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,tenniscourt,0.612,0.612,61.199999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,trainstation,0.09,0.09,9.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,vehicle,0.284,0.284,28.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,ema,windmill,0.18,0.18,18.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,airplane,0.242,0.242,24.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,airport,0.015,0.015,1.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,baseballfield,0.502,0.502,50.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,basketballcourt,0.337,0.337,33.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,bridge,0.051,0.051,5.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,chimney,0.242,0.242,24.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,expressway-service-area,0.195,0.195,19.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,expressway-toll-station,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,dam,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,golffield,0.041,0.041,4.1000000000000005,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,groundtrackfield,0.215,0.215,21.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,harbor,0.016,0.016,1.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,overpass,0.066,0.066,6.6000000000000005,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,ship,0.426,0.426,42.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,stadium,0.249,0.249,24.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,storagetank,0.304,0.304,30.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,tenniscourt,0.588,0.588,58.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,trainstation,0.045,0.045,4.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,vehicle,0.091,0.091,9.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F,44,student,windmill,0.074,0.074,7.3999999999999995,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/dior/contrast/seed_44/0f98a48/methods/F/ddp2/eval_full_contrast_student_ids_v1/class_ap.txt
DIOR,contrast,F_text_only,42,ema,airplane,0.477,0.477,47.699999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/contrast/seed_42/methods/F_text_only/ddp2/eval_full_contrast_ids_v1/class_ap.txt
