dataset,domain,method,seed,role,class_name,native_AP50,AP50,AP50_percent,status,precision,evidence
DIOR,clean,F_text_only,44,ema,basketballcourt,0.372,0.372,37.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,bridge,0.089,0.089,8.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,chimney,0.435,0.435,43.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,expressway-service-area,0.276,0.276,27.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,expressway-toll-station,0.187,0.187,18.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,dam,0.027,0.027,2.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,golffield,0.264,0.264,26.400000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,groundtrackfield,0.252,0.252,25.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,harbor,0.123,0.123,12.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,overpass,0.18,0.18,18.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,ship,0.7,0.7,70.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,stadium,0.277,0.277,27.700000000000003,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,storagetank,0.472,0.472,47.199999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,tenniscourt,0.617,0.617,61.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,trainstation,0.119,0.119,11.899999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,vehicle,0.3,0.3,30.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_text_only,44,ema,windmill,0.2,0.2,20.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_text_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,airplane,0.489,0.489,48.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,airport,0.045,0.045,4.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,baseballfield,0.531,0.531,53.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,basketballcourt,0.377,0.377,37.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,bridge,0.115,0.115,11.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,chimney,0.429,0.429,42.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,expressway-service-area,0.279,0.279,27.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,expressway-toll-station,0.195,0.195,19.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,dam,0.025,0.025,2.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,golffield,0.274,0.274,27.400000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,groundtrackfield,0.247,0.247,24.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,harbor,0.139,0.139,13.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,overpass,0.18,0.18,18.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,ship,0.702,0.702,70.19999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,stadium,0.272,0.272,27.200000000000003,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,storagetank,0.481,0.481,48.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,tenniscourt,0.618,0.618,61.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,trainstation,0.104,0.104,10.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,vehicle,0.304,0.304,30.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,42,ema,windmill,0.186,0.186,18.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_42/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,airplane,0.487,0.487,48.699999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,airport,0.013,0.013,1.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,baseballfield,0.531,0.531,53.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,basketballcourt,0.367,0.367,36.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,bridge,0.116,0.116,11.600000000000001,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,chimney,0.43,0.43,43.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,expressway-service-area,0.289,0.289,28.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,expressway-toll-station,0.199,0.199,19.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,dam,0.023,0.023,2.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,golffield,0.28,0.28,28.000000000000004,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,groundtrackfield,0.248,0.248,24.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,harbor,0.139,0.139,13.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,overpass,0.179,0.179,17.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,ship,0.703,0.703,70.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,stadium,0.269,0.269,26.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,storagetank,0.479,0.479,47.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,tenniscourt,0.618,0.618,61.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,trainstation,0.099,0.099,9.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,vehicle,0.304,0.304,30.4,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,43,ema,windmill,0.197,0.197,19.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_43/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,airplane,0.487,0.487,48.699999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,airport,0.045,0.045,4.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,baseballfield,0.53,0.53,53.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,basketballcourt,0.377,0.377,37.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,bridge,0.118,0.118,11.799999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,chimney,0.431,0.431,43.1,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,expressway-service-area,0.273,0.273,27.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,expressway-toll-station,0.19,0.19,19.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,dam,0.025,0.025,2.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,golffield,0.273,0.273,27.3,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,groundtrackfield,0.246,0.246,24.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,harbor,0.14,0.14,14.000000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,overpass,0.175,0.175,17.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,ship,0.702,0.702,70.19999999999999,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,stadium,0.266,0.266,26.6,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,storagetank,0.479,0.479,47.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,tenniscourt,0.62,0.62,62.0,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,trainstation,0.105,0.105,10.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,vehicle,0.305,0.305,30.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,F_veto_only,44,ema,windmill,0.197,0.197,19.7,valid_native_test,printed class_ap.txt (typically 3 decimals),.221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/f_deletion_runs_daa3992/dior/clean/seed_44/methods/F_veto_only/ddp2/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,airplane,0.485,0.485,48.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,airport,0.008,0.008,0.8,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,baseballfield,0.532,0.532,53.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,basketballcourt,0.382,0.382,38.2,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,bridge,0.115,0.115,11.5,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,chimney,0.419,0.419,41.9,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,expressway-service-area,0.282,0.282,28.199999999999996,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,expressway-toll-station,0.199,0.199,19.900000000000002,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
DIOR,clean,IRG,42,ema,dam,0.018,0.018,1.7999999999999998,valid_native_test,printed class_ap.txt (typically 3 decimals),.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/dior/clean/seed_42/methods/IRG/eval_full_clean_ids_v1/class_ap.txt
