dataset,domain,method,seed,role,comparison_group,evaluation_required,status,native_mAP50,mAP50,mAP50_percent,delta_vs_source_pp,relative_vs_source_percent,source_seed,source_id,host,checkpoint,eval_json,eval_status,prediction_image_ids,class_ap,n_images,n_post_nms_detections,evaluated_at,collected_at,training_code_sha,evaluation_code_sha,config,manifest,evidence_basis,note,baseline_method,baseline_role
DIOR,brightness,A,42,source,common_1epoch,True,valid_native_test,0.2416841983795166,0.2416841983795166,24.16841983795166,0.0,0.0,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/train/epoch_100.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/A/eval_full_brightness_ids_v1/eval_20260907_203847.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/A/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/A/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/A/eval_full_brightness_ids_v1/class_ap.txt,11738,314788,2026-09-07T12:45:39+00:00,2026-09-12T01:56:02.137980+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
DIOR,brightness,AASFOD,42,ema,common_1epoch,True,missing_native_test,,,,,,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/brightness/seed_42/methods/AASFOD/work/iter_185_ema.pth,,,,,,,,,,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_manifests_36c2053/runtime.json,,,A,source
DIOR,brightness,AASFOD,42,student,common_1epoch,True,missing_native_test,,,,,,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/brightness/seed_42/methods/AASFOD/work/iter_185.pth,,,,,,,,,,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/port_student_manifests_b87f34e/runtime.json,,,A,source
DIOR,brightness,AASFOD,43,ema,common_1epoch,True,missing_native_test,,,,,,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/brightness/seed_43/methods/AASFOD/work/iter_185_ema.pth,,,,,,,,,,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_manifests_36c2053/runtime.json,,,A,source
DIOR,brightness,AASFOD,43,student,common_1epoch,True,missing_native_test,,,,,,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/brightness/seed_43/methods/AASFOD/work/iter_185.pth,,,,,,,,,,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/port_student_manifests_b87f34e/runtime.json,,,A,source
DIOR,brightness,AASFOD,44,ema,common_1epoch,True,missing_native_test,,,,,,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/brightness/seed_44/methods/AASFOD/work/iter_185_ema.pth,,,,,,,,,,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_manifests_36c2053/runtime.json,,,A,source
DIOR,brightness,AASFOD,44,student,common_1epoch,True,missing_native_test,,,,,,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/aasfod_runs_36c2053/dior/brightness/seed_44/methods/AASFOD/work/iter_185.pth,,,,,,,,,,,,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/port_student_manifests_b87f34e/runtime.json,,,A,source
DIOR,brightness,B,42,ema,common_1epoch,True,valid_native_test,0.2446555644273758,0.2446555644273758,24.46555644273758,0.2971366047859192,1.229441588561464,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/work/iter_185_ema.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_ids_v1/eval_20260907_205533.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt,11738,328053,2026-09-07T13:02:29+00:00,2026-09-12T01:56:02.174080+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
DIOR,brightness,B,42,student,common_1epoch,True,valid_native_test,0.23346173763275146,0.23346173763275146,23.346173763275146,-0.8222460746765137,-3.4021507412964613,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_student_ids_v1/eval_20260908_154220.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_student_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt,11738,306228,2026-09-08T07:49:12+00:00,2026-09-12T01:56:02.197728+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/student_queue/runtime.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/student_report_84a1aeb/report.json,,A,source
DIOR,brightness,B,43,ema,common_1epoch,True,valid_native_test,0.2454410046339035,0.2454410046339035,24.54410046339035,0.3756806254386902,1.5544277530662454,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/work/iter_185_ema.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_ids_v1/eval_20260907_091434.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt,11738,323920,2026-09-07T01:21:23+00:00,2026-09-12T01:56:02.479794+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
DIOR,brightness,B,43,student,common_1epoch,True,valid_native_test,0.23253753781318665,0.23253753781318665,23.253753781318665,-0.9146660566329956,-3.7845505116420375,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_student_ids_v1/eval_20260908_154937.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_student_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt,11738,352060,2026-09-08T07:56:34+00:00,2026-09-12T01:56:02.501504+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/student_queue/runtime.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/student_report_84a1aeb/report.json,,A,source
DIOR,brightness,B,44,ema,common_1epoch,True,valid_native_test,0.24648535251617432,0.24648535251617432,24.64853525161743,0.4801154136657715,1.9865403567338236,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/work/iter_185_ema.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/eval_20260907_231803.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_ids_v1/class_ap.txt,11738,327695,2026-09-07T15:25:02+00:00,2026-09-12T01:56:02.754003+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
DIOR,brightness,B,44,student,common_1epoch,True,valid_native_test,0.23581230640411377,0.23581230640411377,23.581230640411377,-0.5871891975402832,-2.4295721502579193,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/eval_20260908_155651.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/B/eval_full_brightness_student_ids_v1/class_ap.txt,11738,351589,2026-09-08T08:03:41+00:00,2026-09-12T01:56:02.778629+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/student_queue/runtime.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/student_report_84a1aeb/report.json,,A,source
DIOR,brightness,B_REG,42,ema,common_1epoch,True,valid_native_test,0.24651917815208435,0.24651917815208435,24.651917815208435,0.4834979772567749,2.000536156267607,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/work/iter_185_ema.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/eval_20260909_093851.json,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/eval_status,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt,11738,327822,2026-09-09T01:45:21.763411+00:00,2026-09-12T02:03:02.713284+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/home/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_manifests_0e5f8f7/runtime.json,44ac421 report_inputs.class_table + prediction_evidence; .221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_42/methods/B_REG/eval_full_brightness_ids_v1/execution.json,,A,source
DIOR,brightness,B_REG,43,ema,common_1epoch,True,valid_native_test,0.2456020563840866,0.2456020563840866,24.56020563840866,0.39178580045700073,1.621065022388346,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/work/iter_185_ema.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/eval_20260909_093905.json,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/eval_status,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt,11738,323344,2026-09-09T01:45:42.134111+00:00,2026-09-12T02:03:04.382643+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/home/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_manifests_0e5f8f7/runtime.json,44ac421 report_inputs.class_table + prediction_evidence; .221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_43/methods/B_REG/eval_full_brightness_ids_v1/execution.json,,A,source
DIOR,brightness,B_REG,44,ema,common_1epoch,True,valid_native_test,0.24669590592384338,0.24669590592384338,24.66959059238434,0.5011707544326782,2.0736595846687855,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,221,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_44/methods/B_REG/work/iter_185_ema.pth,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_44/methods/B_REG/eval_full_brightness_ids_v1/eval_20260909_093922.json,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_44/methods/B_REG/eval_full_brightness_ids_v1/eval_status,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_44/methods/B_REG/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_44/methods/B_REG/eval_full_brightness_ids_v1/class_ap.txt,11738,325384,2026-09-09T01:45:55.835582+00:00,2026-09-12T02:03:05.726351+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/home/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_manifests_0e5f8f7/runtime.json,44ac421 report_inputs.class_table + prediction_evidence; .221:/home/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/b_reg_runs_0e5f8f7/dior/brightness/seed_44/methods/B_REG/eval_full_brightness_ids_v1/execution.json,,A,source
DIOR,brightness,C,42,ema,common_1epoch,True,valid_native_test,0.24738624691963196,0.24738624691963196,24.738624691963196,0.5702048540115356,2.3592972061671214,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/work/iter_185_ema.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_ids_v1/eval_20260907_210734.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_ids_v1/class_ap.txt,11738,267135,2026-09-07T13:14:14+00:00,2026-09-12T01:56:02.236361+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
DIOR,brightness,C,42,student,common_1epoch,True,valid_native_test,0.2370297610759735,0.2370297610759735,23.70297610759735,-0.4654437303543091,-1.9258343469498285,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_student_ids_v1/eval_20260908_154231.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_student_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_42/0f98a48/methods/C/eval_full_brightness_student_ids_v1/class_ap.txt,11738,234865,2026-09-08T07:49:32+00:00,2026-09-12T01:56:02.260066+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/student_queue/runtime.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/student_report_84a1aeb/report.json,,A,source
DIOR,brightness,C,43,ema,common_1epoch,True,valid_native_test,0.24734535813331604,0.24734535813331604,24.734535813331604,0.5661159753799438,2.3423789357174707,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/work/iter_185_ema.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_ids_v1/eval_20260907_104223.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_ids_v1/class_ap.txt,11738,265982,2026-09-07T02:49:15+00:00,2026-09-12T01:56:02.533591+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
DIOR,brightness,C,43,student,common_1epoch,True,valid_native_test,0.22775611281394958,0.22775611281394958,22.77561128139496,-1.3928085565567017,-5.762927679572893,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/work/iter_185.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_student_ids_v1/eval_20260908_154946.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_student_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_43/0f98a48/methods/C/eval_full_brightness_student_ids_v1/class_ap.txt,11738,163917,2026-09-08T07:56:46+00:00,2026-09-12T01:56:02.556598+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/repo_manifests_37c65b6/student_queue/runtime.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/student_report_84a1aeb/report.json,,A,source
DIOR,brightness,C,44,ema,common_1epoch,True,valid_native_test,0.2475169599056244,0.2475169599056244,24.75169599056244,0.5832761526107788,2.4133814147619947,42,74d7eafdc547976a86f8f35b2652dba384948e33ab5c15bb908fa3e54025782a,67,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/C/work/iter_185_ema.pth,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/C/eval_full_brightness_ids_v1/eval_20260908_001229.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/C/eval_full_brightness_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/C/eval_full_brightness_ids_v1/predictions.pkl.image_ids.json,/mnt/shared/zechuan/iraod_artifacts/comparison/dior/brightness/seed_44/0f98a48/methods/C/eval_full_brightness_ids_v1/class_ap.txt,11738,267862,2026-09-07T16:19:39+00:00,2026-09-12T01:56:02.809940+00:00,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,/mnt/shared/zechuan/iraod_artifacts/dior_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/resolved_config.py,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,.67:/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/report/report.json,,A,source
