dataset,domain,method,role,comparison_group,n_seeds,expected_seeds,seeds,mean_mAP50_percent,sample_std_percent,mean_delta_vs_source_pp
RSAR,noise_suppression,IRG,student,common_1epoch,2,3,42;43,17.03013926744461,2.359597635909679,0.6894633173942566
RSAR,noise_suppression,LPLD,ema,common_1epoch,2,3,42;43,18.61385703086853,0.08400077642463735,2.2731810808181763
RSAR,noise_suppression,LPLD,student,common_1epoch,2,3,42;43,13.231570646166801,1.156480547180581,-3.1091053038835526
RSAR,noise_suppression,LoRA-CGA,ema,supervised_lora_oracle,0,3,,,,
RSAR,noise_suppression,LoRA-CGA+VLST,ema,supervised_lora_oracle,0,3,,,,
RSAR,noise_suppression,SFUT,ema,common_1epoch,2,3,42;43,17.510703951120377,0.07478009964166651,1.1700280010700226
RSAR,noise_suppression,SFUT,student,common_1epoch,2,3,42;43,13.35737630724907,0.6455664396550022,-2.983299642801285
RSAR,noise_suppression,SFYOLO,ema,extended_2epoch,0,3,,,,
RSAR,noise_suppression,SFYOLO,student,extended_2epoch,0,3,,,,
RSAR,point_target,A,source,common_1epoch,1,1,42,51.58401131629944,,0.0
RSAR,point_target,AASFOD,ema,common_1epoch,1,3,42,20.234106481075287,,-31.34990483522415
RSAR,point_target,AASFOD,student,common_1epoch,1,3,42,11.587177962064743,,-39.996833354234695
RSAR,point_target,B,ema,common_1epoch,3,3,42;43;44,49.905627965927124,0.5245686378257125,-1.6783833503723145
RSAR,point_target,B,student,common_1epoch,3,3,42;43;44,27.330492933591206,0.44298999831178115,-24.253518382708233
RSAR,point_target,B_REG,ema,common_1epoch,0,3,,,,
RSAR,point_target,C,ema,common_1epoch,3,3,42;43;44,50.750142335891724,1.294711773673032,-0.8338689804077148
RSAR,point_target,C,student,common_1epoch,3,3,42;43;44,31.969446937243145,1.1947206950569154,-19.614564379056294
RSAR,point_target,D,ema,common_1epoch,3,3,42;43;44,50.04348953564962,0.2917117045515422,-1.540521780649821
RSAR,point_target,D,student,common_1epoch,3,3,42;43;44,31.12890124320984,3.82729503201654,-20.4551100730896
RSAR,point_target,E,ema,common_1epoch,3,3,42;43;44,50.654045740763344,0.3958816563861181,-0.9299655755360922
RSAR,point_target,E,student,common_1epoch,3,3,42;43;44,24.904657900333405,2.956960197537819,-26.679353415966034
RSAR,point_target,F,ema,common_1epoch,3,3,42;43;44,50.47443509101868,0.358036437500533,-1.1095762252807617
RSAR,point_target,F,student,common_1epoch,3,3,42;43;44,27.33874022960663,0.9618431234985002,-24.24527108669281
RSAR,point_target,F_text_only,ema,common_1epoch,3,3,42;43;44,49.844188491503395,0.7342730714693383,-1.7398228247960408
RSAR,point_target,F_veto_only,ema,common_1epoch,3,3,42;43;44,50.523229440053306,0.42829749634898984,-1.0607818762461345
RSAR,point_target,IRG,ema,common_1epoch,2,3,42;43,52.62284576892853,0.013322618814293603,1.0388344526290894
RSAR,point_target,IRG,student,common_1epoch,2,3,42;43,22.82150685787201,1.8190537670453353,-28.76250445842743
RSAR,point_target,LPLD,ema,common_1epoch,2,3,42;43,51.81949436664581,0.6312544235719154,0.2354830503463745
RSAR,point_target,LPLD,student,common_1epoch,2,3,42;43,23.75793308019638,0.7141024836897798,-27.826078236103058
RSAR,point_target,LoRA-CGA,ema,supervised_lora_oracle,0,3,,,,
RSAR,point_target,LoRA-CGA+VLST,ema,supervised_lora_oracle,0,3,,,,
RSAR,point_target,SFUT,ema,common_1epoch,3,3,42;43;44,52.272470792134605,0.13402668632892156,0.6884594758351644
RSAR,point_target,SFUT,student,common_1epoch,3,3,42;43;44,25.2520094315211,0.7987905834682889,-26.33200188477834
RSAR,point_target,SFYOLO,ema,extended_2epoch,0,3,,,,
RSAR,point_target,SFYOLO,student,extended_2epoch,0,3,,,,
RSAR,smart_suppression,A,source,common_1epoch,1,1,42,14.372646808624268,,0.0
RSAR,smart_suppression,AASFOD,ema,common_1epoch,0,3,,,,
RSAR,smart_suppression,AASFOD,student,common_1epoch,0,3,,,,
RSAR,smart_suppression,B,ema,common_1epoch,3,3,42;43;44,14.78535532951355,0.4157698532920389,0.4127085208892822
RSAR,smart_suppression,B,student,common_1epoch,3,3,42;43;44,12.73532584309578,2.059405183235013,-1.6373209655284882
RSAR,smart_suppression,B_REG,ema,common_1epoch,0,3,,,,
RSAR,smart_suppression,C,ema,common_1epoch,3,3,42;43;44,19.01048719882965,0.7952298954426268,4.637840390205383
RSAR,smart_suppression,C,student,common_1epoch,3,3,42;43;44,18.147554000218708,1.0774537386139702,3.774907191594442
RSAR,smart_suppression,D,ema,common_1epoch,3,3,42;43;44,14.799302816390991,0.8048050266237867,0.42665600776672363
RSAR,smart_suppression,D,student,common_1epoch,3,3,42;43;44,10.06890262166659,1.7299255615974731,-4.303744186957677
RSAR,smart_suppression,E,ema,common_1epoch,3,3,42;43;44,15.845460196336111,0.36230357295499954,1.4728133877118428
RSAR,smart_suppression,E,student,common_1epoch,3,3,42;43;44,10.411985218524933,0.41877219066482224,-3.9606615900993347
RSAR,smart_suppression,F,ema,common_1epoch,3,3,42;43;44,13.304228335618973,1.6340996542775368,-1.0684184730052948
RSAR,smart_suppression,F,student,common_1epoch,3,3,42;43;44,7.906778156757355,3.5954630924931923,-6.465868651866913
RSAR,smart_suppression,F_text_only,ema,common_1epoch,3,3,42;43;44,13.737606008847555,0.738176351091683,-0.635040799776713
RSAR,smart_suppression,F_veto_only,ema,common_1epoch,3,3,42;43;44,15.365925431251526,0.14970738933945849,0.9932786226272583
RSAR,smart_suppression,IRG,ema,common_1epoch,3,3,42;43;44,15.951270361741384,0.7603521410842344,1.5786235531171162
RSAR,smart_suppression,IRG,student,common_1epoch,3,3,42;43;44,11.867277572552362,0.5016456831172872,-2.5053692360719046
RSAR,smart_suppression,LPLD,ema,common_1epoch,3,3,42;43;44,13.723042358954748,1.9921819175712243,-0.64960444966952
RSAR,smart_suppression,LPLD,student,common_1epoch,3,3,42;43;44,8.17404401799043,2.8611539081187676,-6.198602790633838
RSAR,smart_suppression,LoRA-CGA,ema,supervised_lora_oracle,0,3,,,,
RSAR,smart_suppression,LoRA-CGA+VLST,ema,supervised_lora_oracle,0,3,,,,
RSAR,smart_suppression,SFUT,ema,common_1epoch,3,3,42;43;44,14.739995698134104,0.1415669292891277,0.36734888950983685
RSAR,smart_suppression,SFUT,student,common_1epoch,3,3,42;43;44,12.192684412002563,1.052602306906923,-2.179962396621704
RSAR,smart_suppression,SFYOLO,ema,extended_2epoch,0,3,,,,
RSAR,smart_suppression,SFYOLO,student,extended_2epoch,0,3,,,,
