dataset,domain,method,seed,role,class_name,AP50,precision,historical_AP50,eval_AP50,status,evidence
RSAR,am_noise_horizontal,IRG,44,ema,ship,0.305,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/IRG/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,IRG,44,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/IRG/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,IRG,44,ema,car,0.52,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/IRG/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,IRG,44,ema,tank,0.097,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/IRG/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,IRG,44,ema,bridge,0.185,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/IRG/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,IRG,44,ema,harbor,0.136,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/IRG/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,42,ema,ship,0.341,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,42,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,42,ema,car,0.521,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,42,ema,tank,0.061,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,42,ema,bridge,0.099,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,42,ema,harbor,0.056,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,43,ema,ship,0.358,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,43,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,43,ema,car,0.537,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,43,ema,tank,0.036,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,43,ema,bridge,0.136,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,43,ema,harbor,0.045,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,44,ema,ship,0.349,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,44,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,44,ema,car,0.523,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,44,ema,tank,0.018,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,44,ema,bridge,0.109,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,LPLD,44,ema,harbor,0.049,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/LPLD/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,42,ema,ship,0.301,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,42,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,42,ema,car,0.492,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,42,ema,tank,0.095,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,42,ema,bridge,0.17,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,42,ema,harbor,0.163,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_42/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,43,ema,ship,0.317,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,43,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,43,ema,car,0.494,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,43,ema,tank,0.096,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,43,ema,bridge,0.183,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,43,ema,harbor,0.153,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_43/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,44,ema,ship,0.299,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,44,ema,aircraft,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,44,ema,car,0.503,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,44,ema,tank,0.095,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,44,ema,bridge,0.173,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,am_noise_horizontal,SFUT,44,ema,harbor,0.166,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/am_noise_horizontal/seed_44/methods/SFUT/eval_full_am_noise_horizontal_ids_v1/class_ap.txt
RSAR,smart_suppression,A,42,source,ship,0.419,printed class_ap.txt (typically 3 decimals),0.419,0.419,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,A,42,source,aircraft,0.021,printed class_ap.txt (typically 3 decimals),0.021,0.021,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,A,42,source,car,0.007,printed class_ap.txt (typically 3 decimals),0.007,0.007,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,A,42,source,tank,0.008,printed class_ap.txt (typically 3 decimals),0.008,0.008,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,A,42,source,bridge,0.298,printed class_ap.txt (typically 3 decimals),0.298,0.298,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,A,42,source,harbor,0.11,printed class_ap.txt (typically 3 decimals),0.11,0.11,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,42,ema,ship,0.433,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,42,ema,aircraft,0.019,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,42,ema,car,0.009,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,42,ema,tank,0.045,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,42,ema,bridge,0.296,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,42,ema,harbor,0.207,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,43,ema,ship,0.432,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,43,ema,aircraft,0.013,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,43,ema,car,0.009,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,43,ema,tank,0.004,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,43,ema,bridge,0.294,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,43,ema,harbor,0.185,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,44,ema,ship,0.441,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,44,ema,aircraft,0.033,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,44,ema,car,0.011,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,44,ema,tank,0.003,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,44,ema,bridge,0.297,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,IRG,44,ema,harbor,0.14,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/IRG/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,42,ema,ship,0.433,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,42,ema,aircraft,0.027,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,42,ema,car,0.009,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,42,ema,tank,0.045,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,42,ema,bridge,0.279,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,42,ema,harbor,0.131,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,43,ema,ship,0.384,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,43,ema,aircraft,0.004,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,43,ema,car,0.091,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,43,ema,tank,0.004,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,43,ema,bridge,0.156,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,43,ema,harbor,0.052,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_43/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,44,ema,ship,0.428,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,44,ema,aircraft,0.028,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,44,ema,car,0.01,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,44,ema,tank,0.001,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,44,ema,bridge,0.278,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,LPLD,44,ema,harbor,0.111,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_44/methods/LPLD/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,SFUT,42,ema,ship,0.422,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/SFUT/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,SFUT,42,ema,aircraft,0.022,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/SFUT/eval_full_smart_suppression_ids_v1/class_ap.txt
RSAR,smart_suppression,SFUT,42,ema,car,0.007,printed class_ap.txt (typically 3 decimals),,,complete,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/formal_ports_runs_a39c832/rsar/smart_suppression/seed_42/methods/SFUT/eval_full_smart_suppression_ids_v1/class_ap.txt
