dataset,method,seed,n_corruptions,A_clean_test,mPC,rPC_percent,mean_delta_ada,mean_recovery,recovery_stability,std
DIOR,A,42,3,0.2948998510837555,0.2711851994196574,91.9584050053105,0.0,0.0,cloudy:unstable;contrast:unstable,N/A_single_seed
DIOR,B,42,3,0.2948998510837555,0.2754657218853633,93.40992234245901,0.004280522465705872,0.5899412372026883,cloudy:unstable;contrast:unstable,N/A_single_seed
DIOR,C,42,3,0.2948998510837555,0.2754480441411336,93.40392785173115,0.004262844721476237,0.4001289255122305,cloudy:unstable;contrast:unstable,N/A_single_seed
DIOR,D,42,3,0.2948998510837555,0.268091544508934,90.90935228474986,-0.003093654910723368,-0.36628475137885586,cloudy:unstable;contrast:unstable,N/A_single_seed
DIOR,E,42,3,0.2948998510837555,0.27567968765894574,93.48247774484261,0.00449448823928833,0.6221856313170379,cloudy:unstable;contrast:unstable,N/A_single_seed
DIOR,F,42,3,0.2948998510837555,0.2707248081763585,91.80228717696744,-0.00046039124329884845,-0.15150622202564454,cloudy:unstable;contrast:unstable,N/A_single_seed
